,feeling,news,news_tokens,news_tokens_tagged
1919,positive,The energy-efficient data center will be built by combining an effective energy solution with state-of-the-art technology .,"['energyefficient', 'data', 'center', 'build', 'combine', 'effective', 'energy', 'solution', 'stateoftheart', 'technology']","[('energyefficient', 'JJ'), ('data', 'NNS'), ('center', 'NN'), ('build', 'VBP'), ('combine', 'JJ'), ('effective', 'JJ'), ('energy', 'NN'), ('solution', 'NN'), ('stateoftheart', 'NN'), ('technology', 'NN')]"
1920,neutral,"The familiar blue , white , and red HK seal has received a more authentic look .","['familiar', 'blue', 'white', 'red', 'hk', 'seal', 'receive', 'authentic', 'look']","[('familiar', 'JJ'), ('blue', 'JJ'), ('white', 'JJ'), ('red', 'JJ'), ('hk', 'NN'), ('seal', 'NN'), ('receive', 'JJ'), ('authentic', 'JJ'), ('look', 'NN')]"
1921,negative,The Finnish daily Kauppalehti surmises that Finnish supplier Rautaruukki has raised its prices above Aker 's comfort zone .,"['finnish', 'daily', 'kauppalehti', 'surmise', 'finnish', 'supplier', 'rautaruukki', 'raise', 'price', 'aker', 'comfort', 'zone']","[('finnish', 'JJ'), ('daily', 'JJ'), ('kauppalehti', 'NN'), ('surmise', 'NN'), ('finnish', 'JJ'), ('supplier', 'NN'), ('rautaruukki', 'NN'), ('raise', 'VB'), ('price', 'NN'), ('aker', 'NN'), ('comfort', 'NN'), ('zone', 'NN')]"
1922,neutral,"The method utilises waterborne Ultra products , giving protection to wooden surfaces in an industrial painting process whereby two layers of top coat are applied on exterior wooden panels and boards without a separate primer .","['method', 'utilise', 'waterborne', 'ultra', 'product', 'give', 'protection', 'wooden', 'surface', 'industrial', 'paint', 'process', 'whereby', 'two', 'layer', 'top', 'coat', 'apply', 'exterior', 'wooden', 'panel', 'board', 'without', 'separate', 'primer']","[('method', 'NN'), ('utilise', 'JJ'), ('waterborne', 'JJ'), ('ultra', 'JJ'), ('product', 'NN'), ('give', 'VB'), ('protection', 'NN'), ('wooden', 'JJ'), ('surface', 'NN'), ('industrial', 'JJ'), ('paint', 'NN'), ('process', 'NN'), ('whereby', 'WRB'), ('two', 'CD'), ('layer', 'NN'), ('top', 'JJ'), ('coat', 'NN'), ('apply', 'RB'), ('exterior', 'JJ'), ('wooden', 'JJ'), ('panel', 'NN'), ('board', 'NN'), ('without', 'IN'), ('separate', 'JJ'), ('primer', 'NN')]"
1923,neutral,"The most popular paper by far was Kesko 's loyal customer magazine Pirkka with 2,462,000 readers .","['popular', 'paper', 'far', 'kesko', 'loyal', 'customer', 'magazine', 'pirkka', 'reader']","[('popular', 'JJ'), ('paper', 'NN'), ('far', 'RB'), ('kesko', 'JJ'), ('loyal', 'JJ'), ('customer', 'NN'), ('magazine', 'NN'), ('pirkka', 'NN'), ('reader', 'NN')]"
1924,neutral,"The process , technology , project management , basic engineering and quality assurance within Forest Industry will be consolidated in Vantaa , southern Finland .","['process', 'technology', 'project', 'management', 'basic', 'engineer', 'quality', 'assurance', 'within', 'forest', 'industry', 'consolidate', 'vantaa', 'southern', 'finland']","[('process', 'NN'), ('technology', 'NN'), ('project', 'NN'), ('management', 'NN'), ('basic', 'JJ'), ('engineer', 'NN'), ('quality', 'NN'), ('assurance', 'NN'), ('within', 'IN'), ('forest', 'JJS'), ('industry', 'NN'), ('consolidate', 'NN'), ('vantaa', 'NN'), ('southern', 'JJ'), ('finland', 'NN')]"
1925,neutral,The smaller molecules improve the grip of the tyre at top-speed driving .,"['small', 'molecule', 'improve', 'grip', 'tyre', 'topspeed', 'drive']","[('small', 'JJ'), ('molecule', 'NN'), ('improve', 'VB'), ('grip', 'NN'), ('tyre', 'NN'), ('topspeed', 'VBD'), ('drive', 'NN')]"
1926,positive,The social plan negotiations were part of the three year turn-around program which is expected to ensure Salomon 's future competitiveness .,"['social', 'plan', 'negotiation', 'part', 'three', 'year', 'turnaround', 'program', 'expect', 'ensure', 'salomon', 'future', 'competitiveness']","[('social', 'JJ'), ('plan', 'NN'), ('negotiation', 'JJ'), ('part', 'NN'), ('three', 'CD'), ('year', 'NN'), ('turnaround', 'NN'), ('program', 'NN'), ('expect', 'VBP'), ('ensure', 'VB'), ('salomon', 'JJ'), ('future', 'NN'), ('competitiveness', 'NN')]"
1927,neutral,"The tests , conducted at Nokia Siemens ' LTE center of competence in Espoo , Finland , follow the company 's production start of LTE-ready Flexi Multiradio Base Stations for the 800 MHz band in April 2010 , and complement earlier tests with Nokia on the 2100 MHz and 2600 MHz bands .","['test', 'conduct', 'nokia', 'siemens', 'lte', 'center', 'competence', 'espoo', 'finland', 'follow', 'company', 'production', 'start', 'lteready', 'flexi', 'multiradio', 'base', 'station', 'mhz', 'band', 'april', 'complement', 'early', 'test', 'nokia', 'mhz', 'mhz', 'band']","[('test', 'NN'), ('conduct', 'NN'), ('nokia', 'NN'), ('siemens', 'VBZ'), ('lte', 'JJ'), ('center', 'NN'), ('competence', 'NN'), ('espoo', 'NN'), ('finland', 'NN'), ('follow', 'VBP'), ('company', 'NN'), ('production', 'NN'), ('start', 'VBP'), ('lteready', 'JJ'), ('flexi', 'NN'), ('multiradio', 'NN'), ('base', 'NN'), ('station', 'NN'), ('mhz', 'FW'), ('band', 'NN'), ('april', 'NN'), ('complement', 'VBD'), ('early', 'JJ'), ('test', 'NN'), ('nokia', 'NN'), ('mhz', 'NN'), ('mhz', 'NN'), ('band', 'NN')]"
1928,neutral,The tool is a patent pending design that allows consumers to lay out their entire project on a removable plate using multiple clear stamps of any kind .,"['tool', 'patent', 'pending', 'design', 'allow', 'consumer', 'lay', 'entire', 'project', 'removable', 'plate', 'use', 'multiple', 'clear', 'stamp', 'kind']","[('tool', 'NN'), ('patent', 'NN'), ('pending', 'VBG'), ('design', 'NN'), ('allow', 'JJ'), ('consumer', 'NN'), ('lay', 'VBD'), ('entire', 'JJ'), ('project', 'NN'), ('removable', 'JJ'), ('plate', 'NN'), ('use', 'NN'), ('multiple', 'JJ'), ('clear', 'JJ'), ('stamp', 'NN'), ('kind', 'NN')]"
1929,neutral,The use case dramatically narrows if you go only with the hot s Ltd.,"['use', 'case', 'dramatically', 'narrow', 'go', 'hot', 'ltd']","[('use', 'NN'), ('case', 'NN'), ('dramatically', 'RB'), ('narrow', 'JJ'), ('go', 'VB'), ('hot', 'JJ'), ('ltd', 'NN')]"
1930,neutral,"The vessels also have to be environmentally friendly , fast , and have all modern conveniences .","['vessel', 'also', 'environmentally', 'friendly', 'fast', 'modern', 'convenience']","[('vessel', 'NN'), ('also', 'RB'), ('environmentally', 'RB'), ('friendly', 'JJ'), ('fast', 'JJ'), ('modern', 'JJ'), ('convenience', 'NN')]"
1931,neutral,"Thus , SysOpen Digia has , in accordance with Chapter 14 Section 21 of the Finnish Companies Act 29.9.1978 - 734 , obtained title to all the shares of Sentera that are to be redeemed .","['thus', 'sysopen', 'digia', 'accordance', 'chapter', 'section', 'finnish', 'company', 'act', 'obtain', 'title', 'share', 'sentera', 'redeem']","[('thus', 'RB'), ('sysopen', 'JJ'), ('digia', 'NN'), ('accordance', 'NN'), ('chapter', 'NN'), ('section', 'NN'), ('finnish', 'JJ'), ('company', 'NN'), ('act', 'NN'), ('obtain', 'VB'), ('title', 'JJ'), ('share', 'NN'), ('sentera', 'NN'), ('redeem', 'NN')]"
1932,neutral,Today the orange scissors are the iconic symbol of the excellent ergonomic design and superior quality associated with every product from Fiskars .,"['today', 'orange', 'scissor', 'iconic', 'symbol', 'excellent', 'ergonomic', 'design', 'superior', 'quality', 'associate', 'every', 'product', 'fiskars']","[('today', 'NN'), ('orange', 'NN'), ('scissor', 'NN'), ('iconic', 'JJ'), ('symbol', 'NN'), ('excellent', 'JJ'), ('ergonomic', 'JJ'), ('design', 'NN'), ('superior', 'JJ'), ('quality', 'NN'), ('associate', 'NN'), ('every', 'DT'), ('product', 'NN'), ('fiskars', 'NNS')]"
1933,neutral,"We have sound experience of project deliveries for large multi-purpose complexes and sports arenas '' , says Sami Eronen , SVP , Infrastructure and Northern Europe , Ruukki Construction .","['sound', 'experience', 'project', 'delivery', 'large', 'multipurpose', 'complex', 'sport', 'arena', 'say', 'sami', 'eronen', 'svp', 'infrastructure', 'northern', 'europe', 'ruukki', 'construction']","[('sound', 'JJ'), ('experience', 'NN'), ('project', 'NN'), ('delivery', 'NN'), ('large', 'JJ'), ('multipurpose', 'NN'), ('complex', 'JJ'), ('sport', 'NN'), ('arena', 'NNS'), ('say', 'VBP'), ('sami', 'JJ'), ('eronen', 'JJ'), ('svp', 'NN'), ('infrastructure', 'NN'), ('northern', 'JJ'), ('europe', 'NN'), ('ruukki', 'NN'), ('construction', 'NN')]"
1934,neutral,"Weber convinced his friend Ray Ostrom , who owned a Lake Street sporting goods store , to sell the lures .","['weber', 'convince', 'friend', 'ray', 'ostrom', 'own', 'lake', 'street', 'sport', 'good', 'store', 'sell', 'lure']","[('weber', 'JJ'), ('convince', 'NN'), ('friend', 'NN'), ('ray', 'NN'), ('ostrom', 'IN'), ('own', 'JJ'), ('lake', 'JJ'), ('street', 'NN'), ('sport', 'NN'), ('good', 'JJ'), ('store', 'NN'), ('sell', 'NN'), ('lure', 'NN')]"
1935,positive,"Nokia , which has a strong track record in the lower-end handset market , said in July its touch-screen offering would come this year and be cheaper than rival models in order to tap into a higher-volume market .","['nokia', 'strong', 'track', 'record', 'lowerend', 'handset', 'market', 'say', 'july', 'touchscreen', 'offer', 'would', 'come', 'year', 'cheap', 'rival', 'model', 'order', 'tap', 'highervolume', 'market']","[('nokia', 'RB'), ('strong', 'JJ'), ('track', 'NN'), ('record', 'NN'), ('lowerend', 'NN'), ('handset', 'NN'), ('market', 'NN'), ('say', 'VBP'), ('july', 'RB'), ('touchscreen', 'JJ'), ('offer', 'NN'), ('would', 'MD'), ('come', 'VB'), ('year', 'NN'), ('cheap', 'JJ'), ('rival', 'NN'), ('model', 'NN'), ('order', 'NN'), ('tap', 'JJ'), ('highervolume', 'NN'), ('market', 'NN')]"
1936,positive,"We aim to ensure that Vacon is in good shape when capital expenditure starts to pick up again , '' comments Vacon Plc President and CEO Vesa Laisi .","['aim', 'ensure', 'vacon', 'good', 'shape', 'capital', 'expenditure', 'start', 'pick', 'comment', 'vacon', 'plc', 'president', 'ceo', 'vesa', 'laisi']","[('aim', 'NN'), ('ensure', 'VB'), ('vacon', 'NN'), ('good', 'JJ'), ('shape', 'NN'), ('capital', 'NN'), ('expenditure', 'NN'), ('start', 'VB'), ('pick', 'JJ'), ('comment', 'NN'), ('vacon', 'NN'), ('plc', 'NN'), ('president', 'NN'), ('ceo', 'NN'), ('vesa', 'NN'), ('laisi', 'NN')]"
1937,negative,"Shares in Royal and Sun Alliance continued to slide back from a 12-month high of 172p last month , after a potential suitor ruled itself out of a takeover bid .","['share', 'royal', 'sun', 'alliance', 'continue', 'slide', 'back', 'month', 'high', 'p', 'last', 'month', 'potential', 'suitor', 'rule', 'takeover', 'bid']","[('share', 'NN'), ('royal', 'VBZ'), ('sun', 'JJ'), ('alliance', 'NN'), ('continue', 'NN'), ('slide', 'NN'), ('back', 'RB'), ('month', 'NN'), ('high', 'JJ'), ('p', 'NN'), ('last', 'JJ'), ('month', 'NN'), ('potential', 'JJ'), ('suitor', 'NN'), ('rule', 'NN'), ('takeover', 'NN'), ('bid', 'NN')]"
1938,negative,"Managing Director 's comments : `` Net sales for the first quarter were notably lower than a year before , especially in Finland , Russia and the Baltic countries .","['manage', 'director', 'comment', 'net', 'sale', 'first', 'quarter', 'notably', 'low', 'year', 'especially', 'finland', 'russia', 'baltic', 'country']","[('manage', 'NN'), ('director', 'NN'), ('comment', 'NN'), ('net', 'NN'), ('sale', 'NN'), ('first', 'JJ'), ('quarter', 'NN'), ('notably', 'RB'), ('low', 'JJ'), ('year', 'NN'), ('especially', 'RB'), ('finland', 'VBP'), ('russia', 'JJ'), ('baltic', 'JJ'), ('country', 'NN')]"
1939,positive,"Sales climbed 19.2 pct to 1.002 bln eur , surpassing the 953 mln eur consensus figure .","['sale', 'climb', 'pct', 'bln', 'eur', 'surpass', 'mln', 'eur', 'consensus', 'figure']","[('sale', 'NN'), ('climb', 'NN'), ('pct', 'NN'), ('bln', 'NN'), ('eur', 'NN'), ('surpass', 'NN'), ('mln', 'NN'), ('eur', 'JJ'), ('consensus', 'NN'), ('figure', 'NN')]"
1940,positive,"Suominen Corporation estimates that the cost-cutting program that started in autumn 2005 , higher sales prices , and expected growth in volume of Wet Wipes , will make the company 's operations more profitable .","['suominen', 'corporation', 'estimate', 'costcutting', 'program', 'start', 'autumn', 'high', 'sale', 'price', 'expect', 'growth', 'volume', 'wet', 'wipe', 'make', 'company', 'operation', 'profitable']","[('suominen', 'JJ'), ('corporation', 'NN'), ('estimate', 'NN'), ('costcutting', 'VBG'), ('program', 'NN'), ('start', 'NN'), ('autumn', 'NN'), ('high', 'JJ'), ('sale', 'NN'), ('price', 'NN'), ('expect', 'VBP'), ('growth', 'NN'), ('volume', 'NN'), ('wet', 'VBP'), ('wipe', 'NNS'), ('make', 'VBP'), ('company', 'NN'), ('operation', 'NN'), ('profitable', 'JJ')]"
1941,positive,"In a release , the Company said that Vocollect T2 customers in North America can now take advantage of its Voice Directed Warehousing solution and increase warehouse efficiency and productivity gains at a discounted price .","['release', 'company', 'say', 'vocollect', 'customer', 'north', 'america', 'take', 'advantage', 'voice', 'direct', 'warehouse', 'solution', 'increase', 'warehouse', 'efficiency', 'productivity', 'gain', 'discount', 'price']","[('release', 'NN'), ('company', 'NN'), ('say', 'VBP'), ('vocollect', 'JJ'), ('customer', 'NN'), ('north', 'NN'), ('america', 'NNS'), ('take', 'VBP'), ('advantage', 'NN'), ('voice', 'NN'), ('direct', 'JJ'), ('warehouse', 'NN'), ('solution', 'NN'), ('increase', 'NN'), ('warehouse', 'NN'), ('efficiency', 'NN'), ('productivity', 'NN'), ('gain', 'NN'), ('discount', 'NN'), ('price', 'NN')]"
1942,neutral,"Marimekko makes all sorts of colorful little impulse buys `` umbrellas , baby bibs , change purses `` and they 're all for sale , the better to take advantage of shoppers who ca n't commit to furniture but want a piece of the action .","['marimekko', 'make', 'sort', 'colorful', 'little', 'impulse', 'buy', 'umbrella', 'baby', 'bib', 'change', 'purse', 'sale', 'good', 'take', 'advantage', 'shopper', 'ca', 'nt', 'commit', 'furniture', 'want', 'piece', 'action']","[('marimekko', 'NNS'), ('make', 'VBP'), ('sort', 'NN'), ('colorful', 'JJ'), ('little', 'JJ'), ('impulse', 'JJ'), ('buy', 'NN'), ('umbrella', 'JJ'), ('baby', 'NN'), ('bib', 'NN'), ('change', 'NN'), ('purse', 'JJ'), ('sale', 'NN'), ('good', 'JJ'), ('take', 'NN'), ('advantage', 'NN'), ('shopper', 'NN'), ('ca', 'MD'), ('nt', 'VB'), ('commit', 'NN'), ('furniture', 'NN'), ('want', 'VBP'), ('piece', 'NN'), ('action', 'NN')]"
1943,positive,Business boomed after Ostrom helped plant a small story about Rapala lures in a Life magazine issue that featured Marilyn Monroe on the cover .,"['business', 'boom', 'ostrom', 'help', 'plant', 'small', 'story', 'rapala', 'lure', 'life', 'magazine', 'issue', 'feature', 'marilyn', 'monroe', 'cover']","[('business', 'NN'), ('boom', 'NN'), ('ostrom', 'IN'), ('help', 'NN'), ('plant', 'NN'), ('small', 'JJ'), ('story', 'NN'), ('rapala', 'NN'), ('lure', 'NN'), ('life', 'NN'), ('magazine', 'NN'), ('issue', 'NN'), ('feature', 'NN'), ('marilyn', 'VBD'), ('monroe', 'CD'), ('cover', 'NN')]"
1944,positive,Finnish OKO bank has signed a cooperation agreement with Raiffeisen concerning Finnish companies ' investments in Russia .,"['finnish', 'oko', 'bank', 'sign', 'cooperation', 'agreement', 'raiffeisen', 'concern', 'finnish', 'company', 'investment', 'russia']","[('finnish', 'JJ'), ('oko', 'MD'), ('bank', 'NN'), ('sign', 'VB'), ('cooperation', 'NN'), ('agreement', 'NN'), ('raiffeisen', 'NN'), ('concern', 'NN'), ('finnish', 'JJ'), ('company', 'NN'), ('investment', 'NN'), ('russia', 'NN')]"
1945,positive,Paper maker Stora Enso Oyj said Friday it has been acquitted of charges that it participated in a paper price-fixing conspiracy in the United States .,"['paper', 'maker', 'stora', 'enso', 'oyj', 'say', 'friday', 'acquit', 'charge', 'participate', 'paper', 'pricefixing', 'conspiracy', 'unite', 'state']","[('paper', 'NN'), ('maker', 'NN'), ('stora', 'VBD'), ('enso', 'JJ'), ('oyj', 'NNS'), ('say', 'VBP'), ('friday', 'JJ'), ('acquit', 'JJ'), ('charge', 'NN'), ('participate', 'JJ'), ('paper', 'NN'), ('pricefixing', 'VBG'), ('conspiracy', 'NN'), ('unite', 'JJ'), ('state', 'NN')]"
1946,positive,"Cooper SH , the UK distributor for lift equipment manufacturer Konecranes , won the five-year deal which involves low maintenance and fuel saving technologies .","['cooper', 'sh', 'uk', 'distributor', 'lift', 'equipment', 'manufacturer', 'konecranes', 'fiveyear', 'deal', 'involve', 'low', 'maintenance', 'fuel', 'save', 'technology']","[('cooper', 'NN'), ('sh', 'NN'), ('uk', 'JJ'), ('distributor', 'NN'), ('lift', 'NN'), ('equipment', 'NN'), ('manufacturer', 'NN'), ('konecranes', 'NNS'), ('fiveyear', 'VBP'), ('deal', 'NN'), ('involve', 'VB'), ('low', 'JJ'), ('maintenance', 'NN'), ('fuel', 'NN'), ('save', 'VBP'), ('technology', 'NN')]"
1947,positive,Metsaliitto said that it will book a minor gain of less than EUR1 .0 m from the transaction .,"['metsaliitto', 'say', 'book', 'minor', 'gain', 'le', 'eur', 'transaction']","[('metsaliitto', 'NNS'), ('say', 'VBP'), ('book', 'NN'), ('minor', 'JJ'), ('gain', 'NN'), ('le', 'JJ'), ('eur', 'JJ'), ('transaction', 'NN')]"
1948,positive,"The negotiations were carried out in a constructive manner , and all parties tried to find a solution to the situation .","['negotiation', 'carry', 'constructive', 'manner', 'party', 'try', 'find', 'solution', 'situation']","[('negotiation', 'NN'), ('carry', 'VBP'), ('constructive', 'JJ'), ('manner', 'NN'), ('party', 'NN'), ('try', 'NN'), ('find', 'VB'), ('solution', 'NN'), ('situation', 'NN')]"
1949,positive,This is a much better process than using virgin paper as it requires less transportation of wood pulp from places like Finland and Canada .,"['much', 'good', 'process', 'use', 'virgin', 'paper', 'require', 'le', 'transportation', 'wood', 'pulp', 'place', 'like', 'finland', 'canada']","[('much', 'RB'), ('good', 'JJ'), ('process', 'NN'), ('use', 'NN'), ('virgin', 'JJ'), ('paper', 'NN'), ('require', 'NN'), ('le', 'JJ'), ('transportation', 'NN'), ('wood', 'NN'), ('pulp', 'NN'), ('place', 'NN'), ('like', 'IN'), ('finland', 'NN'), ('canada', 'NN')]"
